Sample ID,Index.AO,all_data,Latitude,Longitude,Depth,Date.Collection,PlotCreated,Type,Dry.weight,ResinP,pH,Total.C,Total.N,Total.P,DOC,DON,DOC_DON,NH4,NO3,TDN,DIN,Al,Ca,Fe,K,Mg,Mn,P,Zn,Ca_Mg,S,MAT,MAP,Aridity_Index,NPP,OrganicMatter
QL_0105,640,yes,9.544729,-79.602563,0-10 cm,1-Nov-17,QuebradaLopez,transect,0.59,0.12,5.92,4.37,0.4,192.118024,388.283046,34.15368095,11.4,1.5853507,1.227401087,36.96643274,2.812751787,869.6,811.7,119.2,19.7,175.7,110.9,0.4,35.2,2.8,3.7,26.6,3325,2.43,0.62,18.59460941
Rou_0202,260,yes,9.334823,-79.780851,0-10 cm,28-Aug-17,Roubik,plot,0.58,0.1,4.95,4.76,0.34,133.5,426.05,36.12,11.8,1.14,5.18,42.44,6.32,1129.98,30.77,77.91,23.14,20.74,1.94,1.24,0.57,0.9,1.4,25.5,3105,2.29,0.7,18.31
Rou_0204,261,yes,9.334823,-79.780851,0-10 cm,28-Aug-17,Roubik,plot,0.59,0.14,4.94,6.45,0.43,187.7,352.88,29.05,12.1,0.61,3.43,33.09,4.04,1123.83,141.19,75.88,19.25,44.78,8.3,1.66,0.73,1.9,1.8,25.5,3105,2.29,0.7,22.73
Rou_0303,263,yes,9.334823,-79.780851,0-10 cm,28-Aug-17,Roubik,plot,0.63,0.13,4.76,5.78,0.39,114.28,369.41,29.61,12.5,0.2,1.75,31.55,1.94,905.55,24.69,136.72,20.61,51.35,1.44,1.07,0.47,0.3,1.3,25.5,3105,2.29,0.7,22.28
Rou_0402,265,yes,9.334823,-79.780851,0-10 cm,28-Aug-17,Roubik,plot,0.63,0.09,5,5.34,0.35,141.62,340.17,28.21,12.1,0.89,3.08,32.18,3.97,1401.04,199.44,79.62,51.62,71.21,17.73,1.79,1.15,1.7,1,25.5,3105,2.29,0.7,19.93
Rou_0404,266,yes,9.334823,-79.780851,0-10 cm,28-Aug-17,Roubik,plot,0.6,0.08,5.41,2.25,0.17,57.76,390.9,32.45,12,0.39,2.42,35.26,2.8,759.95,46.36,107.2,14.86,9.32,1.93,1.03,0.21,3,0.8,25.5,3105,2.29,0.7,17.75
She1_0202,273,yes,9.33253,-79.9541,0-10 cm,29-Aug-17,Sherman1,plot,0.6,7.25,6.3,3.46,0.34,478,35,4.55,7.6,0.6,3.24,8.38,3.83,832.4,2563.2,98.4,93.9,408.7,21.4,5.5,1.6,3.8,2.2,26.4,3286,2.47,0.57,11.74
She1_0204,274,yes,9.33253,-79.9541,0-10 cm,29-Aug-17,Sherman1,plot,0.53,5.03,7.13,9.11,0.71,789,54,10.07,5.4,0.97,4.69,15.74,5.66,610.2,6172.6,191.6,28.8,349.6,62.3,3.7,3.3,10.7,10,26.4,3286,2.47,0.57,24.02
She1_0303,276,yes,9.33253,-79.9541,0-10 cm,29-Aug-17,Sherman1,plot,0.64,3,6.16,8.55,0.71,652,74,8.35,8.8,1.59,5.14,15.08,6.73,707.1,4827.7,130.2,42.8,298.3,17.9,6.1,7.4,9.8,8,26.4,3286,2.47,0.57,19.83
She1_0402,278,yes,9.33253,-79.9541,0-10 cm,29-Aug-17,Sherman1,plot,0.68,1.88,6.19,3.12,0.26,372,32,5.61,5.7,1,1.7,8.32,2.7,683.4,2488.1,127.1,19.4,122.5,35.1,4,1.8,12.3,2.6,26.4,3286,2.47,0.57,9.36
She1_0404,279,yes,9.33253,-79.9541,0-10 cm,29-Aug-17,Sherman1,plot,0.64,7.23,6.49,5.52,0.49,682,49,3.52,13.9,0.72,3.18,7.42,3.9,736,3631.3,168.8,26.7,129.7,15.1,6.8,1,17,3.5,26.4,3286,2.47,0.57,14.84
She2_0202,299,yes,9.32296,-79.9621,0-10 cm,31-Aug-17,Sherman2,plot,0.52,0.26,5.1,4.26,0.35,173,388,28.2,13.8,3.23,0.56,31.98,3.78,1071.4,1326.7,112.1,23.4,501,17.6,1.5,0.8,1.6,2.8,26.4,3283,2.46,0.57,18.77
She2_0204,300,yes,9.32296,-79.9621,0-10 cm,31-Aug-17,Sherman2,plot,0.55,0.2,5.27,4.9,0.43,216,338,26,13,6.83,0.85,33.67,7.67,1001,1458.4,145.1,40.9,459.7,50.1,1.5,2.9,1.9,3.1,26.4,3283,2.46,0.57,20.07
She2_0303,302,yes,9.32296,-79.9621,0-10 cm,31-Aug-17,Sherman2,plot,0.5,0.2,5.44,2.84,0.28,154,550,43.97,12.5,2.44,1.63,48.04,4.07,1240.6,840.1,121.1,29.4,372.2,14.2,1.1,1,1.4,1.7,26.4,3283,2.46,0.57,16.15
She2_0402,304,yes,9.32296,-79.9621,0-10 cm,31-Aug-17,Sherman2,plot,0.64,0.26,5.58,4.11,0.36,215,382,26.45,14.4,1.72,1.58,29.75,3.3,1136.6,666.9,130.3,68.5,279.6,10.8,1.6,0.7,1.4,2.3,26.4,3283,2.46,0.57,18.71
She2_0404,305,yes,9.32296,-79.9621,0-10 cm,31-Aug-17,Sherman2,plot,0.56,0.22,5.62,5.81,0.47,222,332,26.96,12.3,1.8,2.59,31.35,4.39,963,1237.2,158.4,39.5,354.6,51.9,1.6,2.2,2.1,3.3,26.4,3283,2.46,0.57,20.9
She3_0202,436,yes,9.26033,-79.956,0-10 cm,27-Sep-17,Sherman3,plot,0.57,8.26,6.53,4.66,0.5,775.9329738,81.215,7.02275,11.6,2.1885,1.4905,10.70175,3.679,2838.1,312.8,64.3,15.9,484.1,67.6,5,1.6,0.4,6.7,26,3106,2.31,0.63,17.52854386
She3_0204,437,yes,9.26033,-79.956,0-10 cm,27-Sep-17,Sherman3,plot,0.49,15.53,6.59,3.66,0.39,672.8690428,53.315,3.73075,14.3,1.1555,1.558,6.44425,2.7135,1307.7,2407.1,73.1,17.5,1293.4,31.7,6.6,6.4,1.1,6.6,26,3106,2.31,0.63,14.2692489
She3_0303,439,yes,9.26033,-79.956,0-10 cm,27-Sep-17,Sherman3,plot,0.52,9.07,7.42,3.03,0.28,541.1962214,34.415,1.98225,17.4,0.895,0.7395,3.61675,1.6345,952.1,3071.9,175.7,30.8,222.2,56.1,4.7,4.2,8.4,4.6,26,3106,2.31,0.63,10.91491101
She3_0402,441,yes,9.26033,-79.956,0-10 cm,27-Sep-17,Sherman3,plot,0.61,4.47,6.37,2.8,0.29,396.7585431,77.74,6.79725,11.4,2.01,0.9895,9.79675,2.9995,936.3,1915.2,194.1,46.4,671.8,44.5,3.4,4.7,1.7,4.1,26,3106,2.31,0.63,12.97989031
She3_0404,442,yes,9.26033,-79.956,0-10 cm,27-Sep-17,Sherman3,plot,0.57,6.19,6.47,3.57,0.34,464.7073391,68.39,5.55875,12.3,2.2055,0.9575,8.72175,3.163,990.3,2631.6,219.9,64.6,1052.3,95.2,3,7,1.5,4.6,26,3106,2.31,0.63,15.99066032
She4_0202,449,yes,9.25802,-79.9529,0-10 cm,27-Sep-17,Sherman4,plot,0.58,7.29,5.72,3.68,0.32,464,56,4.31,12.9,1.58,1.05,6.95,2.64,988.8,4039.9,134.3,52.6,1064.7,55.8,2.6,4.2,2.3,3.6,26,3079,2.29,0.63,12.98
She4_0204,450,yes,9.25802,-79.9529,0-10 cm,27-Sep-17,Sherman4,plot,0.63,8.5,6.37,4.57,0.43,608,54,3.53,15.3,2.85,0.89,7.26,3.73,908.8,6015.9,121.7,78.1,558.3,19.8,4.1,2.5,6.5,5.8,26,3079,2.29,0.63,14.61
She4_0303,452,yes,9.25802,-79.9529,0-10 cm,27-Sep-17,Sherman4,plot,0.67,6.49,6.07,8.33,0.64,633,68,5.16,13.1,1.99,5.21,12.36,7.2,690.6,7121.1,171,111.3,1108.2,75.1,4.7,4.5,3.9,11.4,26,3079,2.29,0.63,21.44
She4_0402,454,yes,9.25802,-79.9529,0-10 cm,27-Sep-17,Sherman4,plot,0.61,4.55,6.46,5.27,0.44,607,73,9.83,7.5,3.05,0.17,13.05,3.22,1037,3515.5,249.4,47.3,943.3,32.5,3.2,4.7,2.3,3.2,26,3079,2.29,0.63,18.03
She4_0404,455,yes,9.25802,-79.9529,0-10 cm,27-Sep-17,Sherman4,plot,0.61,5.67,6.1,4.83,0.46,486,78,7.3,10.7,4.54,0.36,12.21,4.9,859,3333.7,144.3,70.6,745.5,81.4,3.8,2.9,2.7,5.7,26,3079,2.29,0.63,16.08
SheG_0202,462,yes,9.28087,-79.9747,0-10 cm,28-Sep-17,ShermanGrua,plot,0.56,1.65,4.84,4.88,0.41,333.47,459.17975,31.8,14.4,0.2,0.6,32.6,0.8,1704.9,328.5,124.1,29.9,178.3,20.7,1.3,3,1.1,3,26.2,3188,2.38,0.63,18.88
SheG_0204,463,yes,9.28087,-79.9747,0-10 cm,28-Sep-17,ShermanGrua,plot,0.55,0.32,4.27,5.47,0.41,283.8,423.17975,26.3,16.1,1.5,0.3,28,1.8,1760.6,268.7,202.6,29.8,193.6,30,1.1,2.1,0.8,3.3,26.2,3188,2.38,0.63,19.43
SheG_0303,465,yes,9.28087,-79.9747,0-10 cm,28-Sep-17,ShermanGrua,plot,0.58,1.93,5.07,7.14,0.48,262.27,541.92975,28.4,19.1,0.7,0.2,29.2,0.8,1669.2,57.2,203.1,25.9,101.4,2,1.3,1.4,0.3,3.2,26.2,3188,2.38,0.63,22.35
SheG_0402,467,yes,9.28087,-79.9747,0-10 cm,28-Sep-17,ShermanGrua,plot,0.6,0.24,4.81,3.23,0.3,329.74,576.17975,34.1,16.9,0.4,0.5,35.1,1,1854.3,70.1,85.9,25.7,104.7,4.9,1.5,0.5,0.4,2.5,26.2,3188,2.38,0.63,16.6
Sob_0202,195,yes,9.06202,-79.6402,0-10 cm,17-Aug-17,Soberania,plot,0.69,1.47,4.54,4.69,0.36,333.314,305.03,28.07,10.9,0.8,3.97,32.84,4.77,1508.65,175.14,173.93,20.66,42.8,5.01,4.9,1.34,2.5,0.7,26.3,2155,1.46,0.7,13.562
Sob_0204,196,yes,9.06202,-79.6402,0-10 cm,17-Aug-17,Soberania,plot,0.63,1.39,4.42,4.79,0.34,450.826,246.55,20.74,11.9,0.65,2.78,24.17,3.43,1437.5,44.03,249.68,21.61,20.33,3.03,5.19,0.77,1.3,0.5,26.3,2155,1.46,0.7,13.626
Sob_0303,198,yes,9.06202,-79.6402,0-10 cm,17-Aug-17,Soberania,plot,0.65,1.05,4.29,3.91,0.31,452.065,264.94,26.2,10.1,1.28,3.18,30.65,4.46,1101.42,9.97,301.32,29.04,18.31,1.59,5,0.43,0.3,0.8,26.3,2155,1.46,0.7,12.114
Sob_0402,200,yes,9.06202,-79.6402,0-10 cm,17-Aug-17,Soberania,plot,0.68,2.23,4.46,4.33,0.32,490.737,224.59,18.3,12.3,1.77,4.81,24.88,6.57,1273.05,115.83,290.43,25.85,42.46,2.08,6.53,0.61,1.7,0.5,26.3,2155,1.46,0.7,12.946
Sob_0404,201,yes,9.06202,-79.6402,0-10 cm,17-Aug-17,Soberania,plot,0.67,0.98,5.32,6.2,0.51,565.692,240.51,24.25,9.9,2.12,13.62,39.99,15.74,1012.16,40.29,524.52,28.51,29.49,3.29,6.32,0.76,0.8,0.3,26.3,2155,1.46,0.7,16.154
